feature	chromosome	start	end	LGG150
7:9795001-9810000	7	9795001	9810000	-0.245
7:9810001-9825000	7	9810001	9825000	0.219
7:9825001-9840000	7	9825001	9840000	0.033
7:9840001-9855000	7	9840001	9855000	0.262
7:9855001-9870000	7	9855001	9870000	0.174
7:9870001-9885000	7	9870001	9885000	0.209
7:9885001-9900000	7	9885001	9900000	0.265
7:9900001-9915000	7	9900001	9915000	0.157
7:9915001-9930000	7	9915001	9930000	0.009
7:9930001-9945000	7	9930001	9945000	0.178
7:9945001-9960000	7	9945001	9960000	-0.402
7:9960001-9975000	7	9960001	9975000	0.275
7:9975001-9990000	7	9975001	9990000	-0.132
7:9990001-10005000	7	9990001	10005000	-0.087
7:10005001-10020000	7	10005001	10020000	0.107
7:10020001-10035000	7	10020001	10035000	0.196
7:10035001-10050000	7	10035001	10050000	-0.044
7:10050001-10065000	7	10050001	10065000	-0.007
7:10065001-10080000	7	10065001	10080000	0.215
7:10080001-10095000	7	10080001	10095000	-0.018
7:10095001-10110000	7	10095001	10110000	0.212
7:10110001-10125000	7	10110001	10125000	0.191
7:10125001-10140000	7	10125001	10140000	-0.065
7:10140001-10155000	7	10140001	10155000	0.042
7:10155001-10170000	7	10155001	10170000	0.07
7:10170001-10185000	7	10170001	10185000	0.265
7:10185001-10200000	7	10185001	10200000	0.104
7:10200001-10215000	7	10200001	10215000	0.574
7:10215001-10230000	7	10215001	10230000	-0.081
7:10230001-10245000	7	10230001	10245000	-0.044
7:10245001-10260000	7	10245001	10260000	0.252
7:10260001-10275000	7	10260001	10275000	-0.023
7:10275001-10290000	7	10275001	10290000	-0.403
7:10290001-10305000	7	10290001	10305000	-0.272
7:10305001-10320000	7	10305001	10320000	0.28
7:10320001-10335000	7	10320001	10335000	0.245
7:10335001-10350000	7	10335001	10350000	0.16
7:10350001-10365000	7	10350001	10365000	0.016
7:10365001-10380000	7	10365001	10380000	0.148
7:10380001-10395000	7	10380001	10395000	0.112
7:10395001-10410000	7	10395001	10410000	0.423
7:10410001-10425000	7	10410001	10425000	0.423
7:10425001-10440000	7	10425001	10440000	0.405
7:10440001-10455000	7	10440001	10455000	0.408
7:10455001-10470000	7	10455001	10470000	-0.111
7:10470001-10485000	7	10470001	10485000	0.154
7:10485001-10500000	7	10485001	10500000	0.251
7:10500001-10515000	7	10500001	10515000	-0.2
7:10515001-10530000	7	10515001	10530000	-0.077
7:10530001-10545000	7	10530001	10545000	-0.015
7:10545001-10560000	7	10545001	10560000	0.211
7:10560001-10575000	7	10560001	10575000	0.427
7:10575001-10590000	7	10575001	10590000	-0.262
7:10590001-10605000	7	10590001	10605000	0.097
7:10605001-10620000	7	10605001	10620000	0.457
7:10620001-10635000	7	10620001	10635000	0.117
7:10635001-10650000	7	10635001	10650000	0.157
7:10650001-10665000	7	10650001	10665000	-0.167
7:10665001-10680000	7	10665001	10680000	0.222
7:10680001-10695000	7	10680001	10695000	0.229
7:10695001-10710000	7	10695001	10710000	0.497
7:10710001-10725000	7	10710001	10725000	0.037
7:10725001-10740000	7	10725001	10740000	0.259
7:10740001-10755000	7	10740001	10755000	0.165
7:10755001-10770000	7	10755001	10770000	-0.149
7:10770001-10785000	7	10770001	10785000	-0.018
7:10785001-10800000	7	10785001	10800000	0.133
7:10800001-10815000	7	10800001	10815000	-0.017
7:10815001-10830000	7	10815001	10830000	-0.07
7:10830001-10845000	7	10830001	10845000	-0.15
7:10845001-10860000	7	10845001	10860000	-0.499
7:10860001-10875000	7	10860001	10875000	-0.28
7:10875001-10890000	7	10875001	10890000	0.246
7:10890001-10905000	7	10890001	10905000	0.143
7:10905001-10920000	7	10905001	10920000	0.315
7:10920001-10935000	7	10920001	10935000	0.204
7:10935001-10950000	7	10935001	10950000	0.466
7:10950001-10965000	7	10950001	10965000	0.247
7:10965001-10980000	7	10965001	10980000	0.226
7:10980001-10995000	7	10980001	10995000	0.619
7:10995001-11010000	7	10995001	11010000	0.253
7:11010001-11025000	7	11010001	11025000	-0.021
7:11025001-11040000	7	11025001	11040000	0.446
7:11040001-11055000	7	11040001	11055000	0.205
7:11055001-11070000	7	11055001	11070000	0.281
7:11070001-11085000	7	11070001	11085000	0.083
7:11085001-11100000	7	11085001	11100000	0.372
7:11100001-11115000	7	11100001	11115000	0.435
7:11115001-11130000	7	11115001	11130000	-0.097
7:11130001-11145000	7	11130001	11145000	0.165
7:11145001-11160000	7	11145001	11160000	0.575
7:11160001-11175000	7	11160001	11175000	0.062
7:11175001-11190000	7	11175001	11190000	-0.095
7:11190001-11205000	7	11190001	11205000	0.337
7:11205001-11220000	7	11205001	11220000	0.057
7:11220001-11235000	7	11220001	11235000	-0.05
7:11235001-11250000	7	11235001	11250000	0.189
7:11250001-11265000	7	11250001	11265000	-0.005
7:11265001-11280000	7	11265001	11280000	0.148
7:11280001-11295000	7	11280001	11295000	0.115
7:11295001-11310000	7	11295001	11310000	-0.059
7:11310001-11325000	7	11310001	11325000	-0.03
7:11325001-11340000	7	11325001	11340000	0.094
7:11340001-11355000	7	11340001	11355000	0.367
7:11355001-11370000	7	11355001	11370000	0.148
7:11370001-11385000	7	11370001	11385000	0.279
7:11385001-11400000	7	11385001	11400000	0.239
7:11400001-11415000	7	11400001	11415000	-0.2
7:11415001-11430000	7	11415001	11430000	0.624
7:11430001-11445000	7	11430001	11445000	0.291
7:11445001-11460000	7	11445001	11460000	-0.04
7:11460001-11475000	7	11460001	11475000	0.305
7:11475001-11490000	7	11475001	11490000	0.049
7:11490001-11505000	7	11490001	11505000	0.242
7:11505001-11520000	7	11505001	11520000	-0.132
7:11520001-11535000	7	11520001	11535000	-0.551
7:11535001-11550000	7	11535001	11550000	-0.008
7:11550001-11565000	7	11550001	11565000	0.233
7:11565001-11580000	7	11565001	11580000	-0.193
7:11580001-11595000	7	11580001	11595000	-0.379
7:11595001-11610000	7	11595001	11610000	-0.252
7:11610001-11625000	7	11610001	11625000	0.087
7:11625001-11640000	7	11625001	11640000	0.361
7:11640001-11655000	7	11640001	11655000	0.335
7:11655001-11670000	7	11655001	11670000	-0.248
7:11670001-11685000	7	11670001	11685000	0.167
7:11685001-11700000	7	11685001	11700000	0.166
7:11700001-11715000	7	11700001	11715000	0.05
7:11715001-11730000	7	11715001	11730000	0.337
7:11730001-11745000	7	11730001	11745000	-0.122
7:11745001-11760000	7	11745001	11760000	0.242
7:11760001-11775000	7	11760001	11775000	-0.428
7:11775001-11790000	7	11775001	11790000	-0.035
7:11790001-11805000	7	11790001	11805000	0.247
7:11805001-11820000	7	11805001	11820000	-0.013
7:11820001-11835000	7	11820001	11835000	-0.248
7:11835001-11850000	7	11835001	11850000	0.083
7:11850001-11865000	7	11850001	11865000	0.165
7:11865001-11880000	7	11865001	11880000	-0.021
7:11880001-11895000	7	11880001	11895000	0.058
7:11895001-11910000	7	11895001	11910000	0.324
7:11910001-11925000	7	11910001	11925000	0.188
7:11925001-11940000	7	11925001	11940000	0.174
7:11940001-11955000	7	11940001	11955000	0.41
7:11955001-11970000	7	11955001	11970000	0.316
7:11970001-11985000	7	11970001	11985000	0.345
7:11985001-12000000	7	11985001	12000000	0.3
7:12000001-12015000	7	12000001	12015000	0.331
7:12015001-12030000	7	12015001	12030000	-0.076
7:12030001-12045000	7	12030001	12045000	0.095
7:12045001-12060000	7	12045001	12060000	-0.081
7:12060001-12075000	7	12060001	12075000	-0.091
7:12075001-12090000	7	12075001	12090000	-0.007
7:12090001-12105000	7	12090001	12105000	0.102
7:12105001-12120000	7	12105001	12120000	0.057
7:12120001-12135000	7	12120001	12135000	0.411
7:12135001-12150000	7	12135001	12150000	0.062
7:12150001-12165000	7	12150001	12165000	0.572
7:12165001-12180000	7	12165001	12180000	-0.201
7:12180001-12195000	7	12180001	12195000	0.256
7:12195001-12210000	7	12195001	12210000	0.025
7:12210001-12225000	7	12210001	12225000	0.219
7:12225001-12240000	7	12225001	12240000	0.054
7:12240001-12255000	7	12240001	12255000	-0.06
7:12255001-12270000	7	12255001	12270000	0.09
7:12270001-12285000	7	12270001	12285000	0.176
7:12285001-12300000	7	12285001	12300000	0.562
7:12300001-12315000	7	12300001	12315000	0.143
7:12315001-12330000	7	12315001	12330000	0.141
7:12330001-12345000	7	12330001	12345000	0.055
7:12345001-12360000	7	12345001	12360000	-0.061
7:12360001-12375000	7	12360001	12375000	0.186
7:12375001-12390000	7	12375001	12390000	0.433
7:12390001-12405000	7	12390001	12405000	0.254
7:12405001-12420000	7	12405001	12420000	-0.418
7:12420001-12435000	7	12420001	12435000	0.069
7:12435001-12450000	7	12435001	12450000	-0.077
7:12450001-12465000	7	12450001	12465000	0.171
7:12465001-12480000	7	12465001	12480000	0.178
7:12480001-12495000	7	12480001	12495000	-0.32
7:12495001-12510000	7	12495001	12510000	0.131
7:12510001-12525000	7	12510001	12525000	0.326
7:12525001-12540000	7	12525001	12540000	0.087
7:12540001-12555000	7	12540001	12555000	-0.119
7:12555001-12570000	7	12555001	12570000	-0.516
7:12570001-12585000	7	12570001	12585000	0.381
7:12585001-12600000	7	12585001	12600000	0.12
7:12600001-12615000	7	12600001	12615000	0.177
7:12615001-12630000	7	12615001	12630000	0.22
7:12630001-12645000	7	12630001	12645000	-0.381
7:12645001-12660000	7	12645001	12660000	0.017
7:12660001-12675000	7	12660001	12675000	-0.04
7:12675001-12690000	7	12675001	12690000	0.306
7:12690001-12705000	7	12690001	12705000	0.425
7:12705001-12720000	7	12705001	12720000	0.209
7:12720001-12735000	7	12720001	12735000	0
7:12735001-12750000	7	12735001	12750000	0.051
7:12750001-12765000	7	12750001	12765000	0.421
7:12765001-12780000	7	12765001	12780000	0.327
7:12780001-12795000	7	12780001	12795000	0.094
7:12795001-12810000	7	12795001	12810000	0.167
7:12810001-12825000	7	12810001	12825000	0.013
7:12825001-12840000	7	12825001	12840000	-0.025
7:12840001-12855000	7	12840001	12855000	0.038
7:12855001-12870000	7	12855001	12870000	0.446
7:12870001-12885000	7	12870001	12885000	0.323
7:12885001-12900000	7	12885001	12900000	0.291
7:12900001-12915000	7	12900001	12915000	-0.404
7:12915001-12930000	7	12915001	12930000	0.208
7:12930001-12945000	7	12930001	12945000	0.126
7:12945001-12960000	7	12945001	12960000	0.091
7:12960001-12975000	7	12960001	12975000	-0.291
7:12975001-12990000	7	12975001	12990000	0.369
7:12990001-13005000	7	12990001	13005000	0.558
7:13005001-13020000	7	13005001	13020000	-0.291
7:13020001-13035000	7	13020001	13035000	0.16
7:13035001-13050000	7	13035001	13050000	-0.047
7:13050001-13065000	7	13050001	13065000	0.078
7:13065001-13080000	7	13065001	13080000	0.2
7:13080001-13095000	7	13080001	13095000	0.225
7:13095001-13110000	7	13095001	13110000	0.315
7:13110001-13125000	7	13110001	13125000	0.173
7:13125001-13140000	7	13125001	13140000	0.57
7:13140001-13155000	7	13140001	13155000	0.243
7:13155001-13170000	7	13155001	13170000	0.022
7:13170001-13185000	7	13170001	13185000	0.004
7:13185001-13200000	7	13185001	13200000	-0.685
7:13200001-13215000	7	13200001	13215000	0.235
7:13215001-13230000	7	13215001	13230000	0.133
7:13230001-13245000	7	13230001	13245000	-0.081
7:13245001-13260000	7	13245001	13260000	0.284
7:13260001-13275000	7	13260001	13275000	0.284
7:13275001-13290000	7	13275001	13290000	-0.023
7:13290001-13305000	7	13290001	13305000	0.294
7:13305001-13320000	7	13305001	13320000	0.193
7:13320001-13335000	7	13320001	13335000	-0.129
7:13335001-13350000	7	13335001	13350000	0.059
7:13350001-13365000	7	13350001	13365000	-0.24
7:13365001-13380000	7	13365001	13380000	0.101
7:13380001-13395000	7	13380001	13395000	0.18
7:13395001-13410000	7	13395001	13410000	0.035
7:13410001-13425000	7	13410001	13425000	0.154
7:13425001-13440000	7	13425001	13440000	-0.323
7:13440001-13455000	7	13440001	13455000	-0.34
7:13455001-13470000	7	13455001	13470000	0.168
7:13470001-13485000	7	13470001	13485000	0.19
7:13485001-13500000	7	13485001	13500000	-0.249
7:13500001-13515000	7	13500001	13515000	-0.023
7:13515001-13530000	7	13515001	13530000	0.456
7:13530001-13545000	7	13530001	13545000	-0.057
7:13545001-13560000	7	13545001	13560000	0.062
7:13560001-13575000	7	13560001	13575000	-0.188
7:13575001-13590000	7	13575001	13590000	0.278
7:13590001-13605000	7	13590001	13605000	0.415
7:13605001-13620000	7	13605001	13620000	0.107
7:13620001-13635000	7	13620001	13635000	-0.371
7:13635001-13650000	7	13635001	13650000	0.294
7:13650001-13665000	7	13650001	13665000	-0.121
7:13665001-13680000	7	13665001	13680000	0.297
7:13680001-13695000	7	13680001	13695000	0.07
7:13695001-13710000	7	13695001	13710000	0.092
7:13710001-13725000	7	13710001	13725000	-0.158
7:13725001-13740000	7	13725001	13740000	0.205
7:13740001-13755000	7	13740001	13755000	0.401
7:13755001-13770000	7	13755001	13770000	0.18
7:13770001-13785000	7	13770001	13785000	0.215
7:13785001-13800000	7	13785001	13800000	0.192
7:13800001-13815000	7	13800001	13815000	-0.058
7:13815001-13830000	7	13815001	13830000	0.22
7:13830001-13845000	7	13830001	13845000	0.35
7:13860001-13875000	7	13860001	13875000	0.349
7:13875001-13890000	7	13875001	13890000	0.323
7:13890001-13905000	7	13890001	13905000	0.488
7:13905001-13920000	7	13905001	13920000	0.255
7:13920001-13935000	7	13920001	13935000	0.12
7:13935001-13950000	7	13935001	13950000	0.067
7:13950001-13965000	7	13950001	13965000	0.356
7:13965001-13980000	7	13965001	13980000	0.253
7:13980001-13995000	7	13980001	13995000	0.3
7:13995001-14010000	7	13995001	14010000	0.504
7:14010001-14025000	7	14010001	14025000	0.331
7:14025001-14040000	7	14025001	14040000	-0.331
7:14040001-14055000	7	14040001	14055000	0.449
7:14055001-14070000	7	14055001	14070000	-0.037
7:14070001-14085000	7	14070001	14085000	-0.049
7:14085001-14100000	7	14085001	14100000	0.318
7:14100001-14115000	7	14100001	14115000	0.112
7:14115001-14130000	7	14115001	14130000	0.412
7:14130001-14145000	7	14130001	14145000	0.478
7:14145001-14160000	7	14145001	14160000	0.578
7:14160001-14175000	7	14160001	14175000	0.429
7:14175001-14190000	7	14175001	14190000	-0.174
7:14190001-14205000	7	14190001	14205000	0.111
7:14205001-14220000	7	14205001	14220000	-0.02
7:14220001-14235000	7	14220001	14235000	0.06
7:14235001-14250000	7	14235001	14250000	0.447
7:14250001-14265000	7	14250001	14265000	0.028
7:14265001-14280000	7	14265001	14280000	0.311
7:14280001-14295000	7	14280001	14295000	-0.054
7:14295001-14310000	7	14295001	14310000	0.305
7:14310001-14325000	7	14310001	14325000	0.621
7:14325001-14340000	7	14325001	14340000	0.152
7:14340001-14355000	7	14340001	14355000	0.194
7:14355001-14370000	7	14355001	14370000	0.116
7:14370001-14385000	7	14370001	14385000	0.077
7:14385001-14400000	7	14385001	14400000	0.233
7:14400001-14415000	7	14400001	14415000	0.293
7:14415001-14430000	7	14415001	14430000	0.437
7:14430001-14445000	7	14430001	14445000	0.255
7:14445001-14460000	7	14445001	14460000	-0.038
7:14460001-14475000	7	14460001	14475000	-0.22
7:14475001-14490000	7	14475001	14490000	0.09
7:14490001-14505000	7	14490001	14505000	0.163
7:14505001-14520000	7	14505001	14520000	0.273
7:14520001-14535000	7	14520001	14535000	-0.075
7:14535001-14550000	7	14535001	14550000	0.385
7:14550001-14565000	7	14550001	14565000	0.426
7:14565001-14580000	7	14565001	14580000	0.298
7:14580001-14595000	7	14580001	14595000	0.122
7:14595001-14610000	7	14595001	14610000	-0.206
7:14610001-14625000	7	14610001	14625000	0.036
7:14625001-14640000	7	14625001	14640000	0.25
7:14640001-14655000	7	14640001	14655000	0.283
7:14655001-14670000	7	14655001	14670000	0.458
7:14670001-14685000	7	14670001	14685000	0.054
7:14685001-14700000	7	14685001	14700000	0.118
7:14700001-14715000	7	14700001	14715000	0.339
7:14715001-14730000	7	14715001	14730000	0.372
7:14730001-14745000	7	14730001	14745000	-0.271
7:14745001-14760000	7	14745001	14760000	0.284
7:14760001-14775000	7	14760001	14775000	0.265
7:14775001-14790000	7	14775001	14790000	0.12
7:14790001-14805000	7	14790001	14805000	0.074
7:14805001-14820000	7	14805001	14820000	-0.097
7:14820001-14835000	7	14820001	14835000	0.38
7:14835001-14850000	7	14835001	14850000	-0.076
7:14850001-14865000	7	14850001	14865000	-0.142
7:14865001-14880000	7	14865001	14880000	0.557
7:14880001-14895000	7	14880001	14895000	-0.04
7:14895001-14910000	7	14895001	14910000	-0.213
7:14910001-14925000	7	14910001	14925000	0.246
7:14925001-14940000	7	14925001	14940000	0.385
7:14940001-14955000	7	14940001	14955000	-0.001
7:14955001-14970000	7	14955001	14970000	-0.095
7:14970001-14985000	7	14970001	14985000	-0.126
7:14985001-15000000	7	14985001	15000000	0.152
7:15000001-15015000	7	15000001	15015000	0.09
7:15015001-15030000	7	15015001	15030000	-0.277
7:15030001-15045000	7	15030001	15045000	-0.064
7:15045001-15060000	7	15045001	15060000	0.077
7:15060001-15075000	7	15060001	15075000	0.226
7:15075001-15090000	7	15075001	15090000	0.184
7:15090001-15105000	7	15090001	15105000	0.101
7:15105001-15120000	7	15105001	15120000	0.083
7:15120001-15135000	7	15120001	15135000	-0.04
7:15135001-15150000	7	15135001	15150000	0.364
7:15150001-15165000	7	15150001	15165000	0.009
7:15165001-15180000	7	15165001	15180000	0.153
7:15180001-15195000	7	15180001	15195000	-0.098
7:15195001-15210000	7	15195001	15210000	0.179
7:15210001-15225000	7	15210001	15225000	-0.325
7:15225001-15240000	7	15225001	15240000	-0.271
7:15240001-15255000	7	15240001	15255000	0.481
7:15255001-15270000	7	15255001	15270000	-0.356
7:15270001-15285000	7	15270001	15285000	0.023
7:15285001-15300000	7	15285001	15300000	0.212
7:15300001-15315000	7	15300001	15315000	0.353
7:15315001-15330000	7	15315001	15330000	0.017
7:15330001-15345000	7	15330001	15345000	0.527
7:15345001-15360000	7	15345001	15360000	0.274
7:15360001-15375000	7	15360001	15375000	-0.402
7:15375001-15390000	7	15375001	15390000	0.196
7:15390001-15405000	7	15390001	15405000	-0.044
7:15405001-15420000	7	15405001	15420000	0.069
7:15420001-15435000	7	15420001	15435000	-0.07
7:15435001-15450000	7	15435001	15450000	-0.12
7:15450001-15465000	7	15450001	15465000	-0.019
7:15465001-15480000	7	15465001	15480000	0.115
7:15480001-15495000	7	15480001	15495000	-0.017
7:15495001-15510000	7	15495001	15510000	-0.228
7:15510001-15525000	7	15510001	15525000	-0.036
7:15525001-15540000	7	15525001	15540000	-0.087
7:15540001-15555000	7	15540001	15555000	0.063
7:15555001-15570000	7	15555001	15570000	0.23
7:15570001-15585000	7	15570001	15585000	-0.037
7:15585001-15600000	7	15585001	15600000	0.054
7:15600001-15615000	7	15600001	15615000	0.033
7:15615001-15630000	7	15615001	15630000	0.046
7:15630001-15645000	7	15630001	15645000	0.191
7:15645001-15660000	7	15645001	15660000	0.131
7:15660001-15675000	7	15660001	15675000	-0.032
7:15675001-15690000	7	15675001	15690000	0.49
7:15690001-15705000	7	15690001	15705000	0.557
7:15705001-15720000	7	15705001	15720000	0.235
7:15720001-15735000	7	15720001	15735000	0.319
7:15735001-15750000	7	15735001	15750000	0.077
7:15750001-15765000	7	15750001	15765000	0.022
7:15765001-15780000	7	15765001	15780000	0.271
7:15780001-15795000	7	15780001	15795000	0.16
7:15795001-15810000	7	15795001	15810000	0.331
7:15810001-15825000	7	15810001	15825000	0.067
7:15825001-15840000	7	15825001	15840000	0.001
7:15840001-15855000	7	15840001	15855000	0.134
7:15855001-15870000	7	15855001	15870000	0.373
7:15870001-15885000	7	15870001	15885000	0.157
7:15885001-15900000	7	15885001	15900000	-0.001
7:15900001-15915000	7	15900001	15915000	-0.059
7:15915001-15930000	7	15915001	15930000	0.712
7:15930001-15945000	7	15930001	15945000	0.315
7:15945001-15960000	7	15945001	15960000	0.12
7:15960001-15975000	7	15960001	15975000	0.036
7:15975001-15990000	7	15975001	15990000	-0.251
7:15990001-16005000	7	15990001	16005000	0.531
7:16005001-16020000	7	16005001	16020000	0.255
7:16020001-16035000	7	16020001	16035000	0.315
7:16035001-16050000	7	16035001	16050000	0.357
7:16050001-16065000	7	16050001	16065000	-0.13
7:16065001-16080000	7	16065001	16080000	0.33
7:16080001-16095000	7	16080001	16095000	-0.077
7:16095001-16110000	7	16095001	16110000	0.207
7:16110001-16125000	7	16110001	16125000	0.558
7:16125001-16140000	7	16125001	16140000	-0.081
7:16140001-16155000	7	16140001	16155000	-0.012
7:16155001-16170000	7	16155001	16170000	0.014
7:16170001-16185000	7	16170001	16185000	-0.551
7:16185001-16200000	7	16185001	16200000	0.12
